SEXO,EDAD,NIVEL_LOGRO,PREG1,PREG2,PREG3,PREG4,PREG5,PREG6,PREG7,PREG8,PREG9,PREG10,PERMUTACION_ID,CLUSTER_ID
1,-0.4761021998638143,3,1,1,1,1,1,0,1,1,1,1,95,55
0,-2.0340282465385986,2,0,1,1,1,1,0,0,1,1,0,63,47
0,-0.4761021998638143,2,0,1,1,1,1,0,0,1,0,1,80,80
0,1.0818238468109702,2,1,0,1,0,0,0,1,1,1,0,55,4
1,-2.0340282465385986,0,0,0,0,0,0,0,0,0,0,0,57,60
0,-0.4761021998638143,0,0,0,0,0,0,1,0,0,0,1,47,73
1,-2.0340282465385986,3,0,1,1,1,0,1,1,1,1,1,57,60
1,-0.4761021998638143,0,0,0,0,1,0,0,0,1,0,0,79,51
0,-0.4761021998638143,1,0,0,1,0,0,1,0,0,0,1,38,83
0,-0.4761021998638143,3,1,1,1,1,1,0,1,1,0,1,80,80
0,1.0818238468109702,2,0,1,1,0,1,0,0,1,1,1,63,47
0,-0.4761021998638143,1,0,1,1,1,0,0,0,0,0,0,86,3
0,-0.4761021998638143,2,1,1,0,1,0,0,1,0,0,1,88,61
0,-0.4761021998638143,1,1,0,0,1,1,0,0,0,1,0,65,68
1,-0.4761021998638143,3,1,1,1,0,1,1,1,0,1,1,89,85
1,-0.4761021998638143,0,0,1,0,0,1,0,0,0,0,0,85,84
0,-0.4761021998638143,1,0,0,1,0,0,1,1,0,0,0,5,43
0,-0.4761021998638143,1,0,0,1,1,0,0,0,1,0,0,79,51
0,1.0818238468109702,1,0,1,0,0,0,0,0,1,1,1,81,64
1,-0.4761021998638143,1,1,1,0,1,0,0,1,0,0,0,92,69
1,1.0818238468109702,1,0,1,0,0,0,1,0,0,1,0,83,12
0,1.0818238468109702,0,0,0,0,0,0,1,0,0,0,0,57,60
0,-0.4761021998638143,2,1,1,0,1,0,0,0,1,1,0,80,80
1,-0.4761021998638143,1,1,1,0,0,0,0,1,0,0,1,92,69
1,-0.4761021998638143,2,1,0,1,1,1,1,0,0,1,1,57,60
0,-0.4761021998638143,0,0,0,1,0,0,0,0,0,0,1,28,9
1,1.0818238468109702,2,1,0,1,1,1,0,1,0,1,0,68,1
0,1.0818238468109702,1,1,0,0,0,1,1,0,0,0,0,10,41
0,-0.4761021998638143,3,0,1,1,1,1,1,1,1,1,1,80,80
1,-0.4761021998638143,2,1,1,0,0,0,1,1,1,1,1,89,85
1,-2.0340282465385986,0,0,0,0,0,0,0,0,1,1,0,93,58
0,-0.4761021998638143,2,1,1,1,0,1,0,0,0,1,0,95,55
1,1.0818238468109702,3,1,1,1,1,1,1,1,1,0,1,96,6
0,-0.4761021998638143,0,0,0,0,0,0,0,0,0,0,0,80,80
1,-0.4761021998638143,0,0,1,0,0,0,1,0,0,0,0,89,85
0,1.0818238468109702,2,1,1,1,1,0,1,1,0,0,0,82,71
1,-0.4761021998638143,2,1,1,0,1,1,0,0,1,0,1,86,3
1,-0.4761021998638143,1,0,0,1,1,1,0,0,1,0,0,78,67
0,-0.4761021998638143,3,1,1,0,1,1,1,1,0,1,1,98,22
1,-0.4761021998638143,1,0,0,0,0,1,0,1,1,0,0,99,33
1,1.0818238468109702,0,0,0,0,1,0,0,0,0,0,0,70,45
1,1.0818238468109702,2,1,1,0,0,0,1,1,0,0,1,0,57
0,-2.0340282465385986,3,1,1,1,1,0,0,1,1,1,1,95,55
1,1.0818238468109702,2,0,1,1,0,1,1,0,1,0,0,82,71
1,-0.4761021998638143,2,0,1,1,0,0,1,1,1,0,1,66,27
0,1.0818238468109702,2,1,0,0,1,0,1,1,0,1,1,55,4
1,1.0818238468109702,2,0,1,1,0,0,1,1,1,1,1,63,47
0,-0.4761021998638143,0,0,0,1,0,1,0,0,0,0,0,40,0
0,1.0818238468109702,1,0,1,0,1,0,0,0,1,0,1,95,55
1,-0.4761021998638143,0,0,0,1,0,0,0,1,0,0,0,5,43
1,-0.4761021998638143,2,0,1,1,0,1,0,1,1,1,0,91,42
1,1.0818238468109702,2,1,0,1,0,1,0,1,0,0,1,49,65
0,1.0818238468109702,2,1,0,1,0,0,0,1,1,1,0,55,4
1,1.0818238468109702,1,1,0,0,0,0,1,0,1,0,0,1,13
0,1.0818238468109702,1,0,0,0,1,1,0,1,0,1,0,55,4
0,-0.4761021998638143,2,1,1,0,1,1,0,0,0,1,1,95,55
0,-0.4761021998638143,1,0,1,1,0,0,0,0,0,0,1,91,42
1,1.0818238468109702,1,0,1,1,0,0,1,0,0,0,1,44,40
1,-0.4761021998638143,2,1,0,1,0,1,0,0,0,1,1,78,67
1,1.0818238468109702,0,0,0,0,0,1,0,0,1,0,0,59,82
1,-0.4761021998638143,3,0,1,1,1,1,1,1,1,1,1,66,27
0,1.0818238468109702,0,0,1,0,0,1,0,0,0,0,0,66,27
1,-0.4761021998638143,2,1,1,1,1,1,0,1,0,0,1,86,3
0,1.0818238468109702,0,0,0,0,0,0,1,0,0,0,0,57,60
0,-0.4761021998638143,0,1,0,0,0,0,0,0,0,0,0,0,57
0,1.0818238468109702,0,0,0,0,0,0,0,0,0,1,1,69,19
1,-2.0340282465385986,2,1,0,0,1,1,1,1,0,0,1,13,5
1,-0.4761021998638143,2,1,1,1,0,0,0,1,0,1,1,91,42
1,1.0818238468109702,1,0,0,0,1,0,0,1,0,0,1,33,88
0,1.0818238468109702,2,1,0,1,1,0,1,0,0,1,1,74,96
0,1.0818238468109702,2,1,0,1,1,0,0,0,1,1,0,74,96
1,-2.0340282465385986,2,1,0,1,0,0,0,1,1,0,1,49,65
0,-2.0340282465385986,1,0,0,1,1,0,1,0,1,0,0,78,67
1,-0.4761021998638143,2,0,1,1,1,0,1,1,0,1,1,66,27
1,-2.0340282465385986,2,1,1,0,1,0,1,1,1,0,0,13,5
0,1.0818238468109702,2,1,1,0,0,1,0,1,1,0,1,88,61
1,-0.4761021998638143,0,1,0,0,1,0,0,0,0,0,0,49,65
1,-0.4761021998638143,2,1,0,1,0,1,0,0,1,1,1,78,67
0,-2.0340282465385986,2,0,0,0,0,1,1,0,1,1,1,93,58
1,-0.4761021998638143,1,0,1,0,1,0,0,0,1,0,0,80,80
0,-0.4761021998638143,2,1,1,0,0,1,0,1,1,0,0,80,80
1,-2.0340282465385986,1,1,0,0,0,0,1,0,1,1,0,51,44
1,-0.4761021998638143,0,0,0,1,0,0,0,1,0,0,0,5,43
1,-0.4761021998638143,0,0,0,0,0,0,0,0,0,0,0,66,27
0,1.0818238468109702,0,0,0,0,0,1,0,0,1,0,0,59,82
0,-0.4761021998638143,2,0,1,0,1,0,1,1,0,0,1,84,10
1,-0.4761021998638143,0,0,0,0,0,1,0,0,0,0,0,34,75
0,1.0818238468109702,0,0,0,0,0,0,0,0,1,0,0,99,33
1,1.0818238468109702,1,0,0,0,1,0,1,0,1,0,0,56,90
1,1.0818238468109702,0,0,0,0,0,0,0,0,0,0,0,68,1
0,1.0818238468109702,0,0,1,0,0,0,0,1,0,0,0,84,10
0,-0.4761021998638143,1,0,1,1,0,0,0,0,1,1,0,80,80
1,1.0818238468109702,2,1,0,1,1,1,1,0,0,0,1,49,65
1,-0.4761021998638143,2,1,1,0,0,1,0,1,1,1,1,86,3
0,-0.4761021998638143,2,1,1,1,0,0,0,1,0,1,1,95,55
0,1.0818238468109702,1,0,1,0,0,0,1,1,0,0,0,84,10
0,-0.4761021998638143,2,0,1,1,1,0,0,1,0,1,0,95,55
1,1.0818238468109702,2,0,1,0,1,0,0,1,1,1,0,81,64
0,1.0818238468109702,1,0,1,0,0,0,1,1,0,0,1,84,10
1,-0.4761021998638143,1,0,0,0,0,0,1,0,1,1,0,62,17
0,1.0818238468109702,3,1,1,1,1,1,1,1,1,1,1,83,12
1,-0.4761021998638143,1,0,0,1,0,1,0,0,0,1,1,46,54
0,-0.4761021998638143,3,1,1,1,1,1,1,1,1,0,1,80,80
1,1.0818238468109702,2,0,0,1,1,1,1,1,0,1,0,45,30
0,-0.4761021998638143,0,0,1,0,0,0,0,0,0,0,0,80,80
1,1.0818238468109702,2,1,1,0,1,1,0,1,0,1,0,68,1
0,-0.4761021998638143,1,0,0,1,0,1,0,1,0,0,1,32,26
1,-0.4761021998638143,1,0,1,0,0,1,1,0,0,1,0,89,85
1,1.0818238468109702,2,1,0,1,0,1,0,0,0,1,1,68,1
0,-0.4761021998638143,3,1,1,0,1,1,1,1,1,1,0,98,22
1,-0.4761021998638143,2,1,1,0,1,0,0,0,1,1,1,95,55
1,-0.4761021998638143,0,1,0,0,0,1,0,0,0,0,0,10,41
0,1.0818238468109702,3,1,1,1,0,1,1,1,1,1,1,83,12
0,-2.0340282465385986,3,1,1,1,0,0,1,1,1,1,1,95,55
0,1.0818238468109702,2,0,0,0,0,1,0,1,1,1,1,67,87
1,-0.4761021998638143,1,0,0,0,0,1,1,0,0,0,1,47,73
1,1.0818238468109702,2,1,0,1,1,1,1,0,0,0,1,49,65
0,1.0818238468109702,1,0,1,0,0,0,1,0,1,0,0,80,80
1,-0.4761021998638143,1,1,0,1,1,1,0,0,0,0,0,94,98
1,-0.4761021998638143,2,0,1,1,1,1,0,1,1,0,1,82,71
1,1.0818238468109702,1,0,0,1,1,0,1,1,0,0,0,38,83
1,1.0818238468109702,0,0,0,0,0,0,1,0,0,0,0,57,60
1,-0.4761021998638143,1,1,0,0,1,1,0,0,0,0,0,10,41
1,1.0818238468109702,3,1,1,0,1,1,1,1,0,1,1,68,1
0,1.0818238468109702,2,1,1,1,0,0,1,1,0,1,1,83,12
1,1.0818238468109702,1,0,0,0,1,0,0,0,0,1,1,69,19
0,1.0818238468109702,2,1,1,1,1,0,1,0,1,1,0,63,47
0,-0.4761021998638143,0,0,0,1,0,0,0,0,0,0,1,28,9
0,1.0818238468109702,2,1,1,0,1,1,0,0,0,0,1,92,69
1,-0.4761021998638143,2,1,0,1,1,1,1,1,1,0,0,60,36
1,-2.0340282465385986,1,1,0,1,0,0,1,0,1,0,0,13,5
0,-0.4761021998638143,2,1,1,1,0,0,0,1,1,0,1,80,80
0,-0.4761021998638143,2,1,1,1,1,0,1,1,0,1,0,95,55
0,-0.4761021998638143,3,1,1,1,1,1,1,1,1,1,1,80,80
1,-0.4761021998638143,1,0,0,1,0,1,0,0,0,0,1,28,9
0,-2.0340282465385986,2,1,1,1,0,1,0,1,1,1,0,95,55
1,1.0818238468109702,1,0,0,1,1,0,0,1,0,0,0,5,43
0,-2.0340282465385986,1,0,0,1,1,0,0,0,1,0,0,32,26
0,-0.4761021998638143,0,0,0,0,1,0,0,0,0,1,0,77,72
0,-2.0340282465385986,0,0,0,0,0,0,0,0,0,0,0,95,55
0,-2.0340282465385986,3,1,0,1,1,0,1,1,1,1,1,45,30
1,-0.4761021998638143,2,0,1,0,1,0,1,1,1,0,0,89,85
0,-0.4761021998638143,0,0,0,0,0,0,0,0,1,1,0,99,33
0,1.0818238468109702,2,0,1,0,0,1,1,1,1,0,1,84,10
0,1.0818238468109702,2,0,1,1,1,1,0,0,0,1,0,63,47
0,1.0818238468109702,1,0,1,0,0,0,1,0,0,1,1,81,64
0,-0.4761021998638143,2,1,1,0,1,0,0,1,1,1,1,95,55
0,-0.4761021998638143,2,1,1,1,1,0,0,0,0,1,1,95,55
1,-2.0340282465385986,1,0,0,0,0,0,1,1,1,0,1,57,60
1,1.0818238468109702,1,0,0,0,0,1,0,0,1,1,0,93,58
0,-2.0340282465385986,2,0,0,1,0,1,1,0,0,1,1,45,30
0,-0.4761021998638143,1,0,1,1,0,1,0,0,1,0,0,84,10
1,-0.4761021998638143,3,1,0,1,1,1,1,1,1,0,1,60,36
0,-0.4761021998638143,1,0,0,1,0,0,1,0,1,0,1,79,51
0,1.0818238468109702,0,0,0,0,0,0,0,0,1,1,0,93,58
0,1.0818238468109702,2,1,1,1,0,0,0,1,1,0,0,88,61
0,1.0818238468109702,1,1,0,0,0,1,1,1,0,0,0,17,53
1,-0.4761021998638143,3,1,1,1,1,1,1,1,1,1,1,66,27
0,1.0818238468109702,3,1,1,0,1,1,1,1,0,1,1,83,12
1,1.0818238468109702,2,1,0,1,1,0,1,1,0,0,0,96,6
0,1.0818238468109702,2,1,0,1,0,0,0,1,1,1,1,55,4
0,-0.4761021998638143,2,1,0,1,1,1,1,0,1,1,0,99,33
1,-0.4761021998638143,2,1,0,1,1,1,0,1,1,1,0,53,94
0,1.0818238468109702,2,1,1,0,1,1,0,0,1,1,1,63,47
1,-0.4761021998638143,0,0,1,0,0,0,0,0,0,0,1,35,56
0,1.0818238468109702,2,0,1,1,0,1,1,0,0,1,0,63,47
1,1.0818238468109702,3,1,0,1,1,1,1,1,1,0,1,96,6
0,-0.4761021998638143,3,1,1,1,1,1,1,1,1,1,1,80,80
1,-0.4761021998638143,0,0,0,0,0,0,0,0,0,0,0,66,27
0,-0.4761021998638143,1,1,0,1,1,0,0,0,0,1,0,74,96
1,1.0818238468109702,2,0,0,0,1,1,1,1,1,1,1,72,59
0,1.0818238468109702,2,1,0,1,0,1,0,0,1,1,0,74,96
1,-2.0340282465385986,1,1,0,1,1,0,0,0,0,0,0,96,6
0,-0.4761021998638143,0,0,0,1,0,0,0,0,0,0,0,44,40
1,-2.0340282465385986,1,0,0,0,1,0,0,0,0,1,1,69,19
0,1.0818238468109702,0,0,0,1,0,0,0,0,0,0,1,39,81
0,-0.4761021998638143,1,0,0,1,1,0,1,0,0,0,1,38,83
0,-0.4761021998638143,2,0,0,1,1,1,1,0,1,1,0,93,58
0,1.0818238468109702,2,0,1,0,1,0,1,1,1,1,0,83,12
0,-2.0340282465385986,2,1,1,0,0,1,0,1,0,1,1,83,12
1,-0.4761021998638143,2,0,0,0,0,1,1,1,0,1,1,62,17
1,-0.4761021998638143,2,0,1,0,0,1,1,0,1,0,1,89,85
0,-0.4761021998638143,2,0,0,1,1,1,1,0,1,0,1,79,51
1,-0.4761021998638143,2,1,1,1,0,0,1,0,1,1,0,66,27
1,1.0818238468109702,2,0,0,0,1,1,0,1,1,0,1,99,33
0,1.0818238468109702,1,1,0,0,1,0,0,1,1,0,0,11,2
1,1.0818238468109702,1,0,0,1,0,0,0,0,0,1,1,77,72
1,1.0818238468109702,2,0,1,1,0,1,0,1,0,1,0,74,96
1,-0.4761021998638143,1,0,0,0,1,1,0,0,1,1,0,93,58
0,-0.4761021998638143,0,1,0,0,0,0,0,0,0,0,0,0,57
1,-0.4761021998638143,0,1,1,0,0,0,0,0,0,0,0,92,69
0,1.0818238468109702,2,0,1,0,1,0,1,1,0,1,0,83,12
0,1.0818238468109702,2,0,0,1,0,1,0,1,1,1,1,55,4
0,-0.4761021998638143,3,1,1,1,1,0,1,0,1,1,1,98,22
1,-0.4761021998638143,2,0,1,1,1,0,1,0,0,1,1,66,27
1,-0.4761021998638143,0,0,0,0,0,1,0,0,0,0,0,34,75
1,-0.4761021998638143,2,1,1,1,1,1,0,0,0,1,0,82,71
1,1.0818238468109702,1,0,1,0,0,0,1,0,0,1,1,83,12
0,-0.4761021998638143,2,0,0,0,0,0,1,1,1,1,1,69,19
0,1.0818238468109702,1,0,0,1,1,0,0,1,0,0,0,27,29
0,-0.4761021998638143,1,0,1,0,0,1,1,0,0,1,0,98,22
0,1.0818238468109702,0,1,1,0,0,0,0,0,0,0,0,86,3
1,1.0818238468109702,0,0,0,0,1,0,0,0,0,1,0,77,72
1,1.0818238468109702,2,1,0,1,1,1,0,1,1,0,1,49,65
0,-2.0340282465385986,2,0,0,1,0,1,1,0,1,1,0,77,72
0,-0.4761021998638143,2,0,1,1,1,1,0,0,1,1,1,98,22
0,-0.4761021998638143,1,0,0,0,0,0,0,1,0,1,1,67,87
0,-0.4761021998638143,2,1,1,0,1,1,0,1,0,0,0,88,61
1,1.0818238468109702,3,1,0,1,1,1,1,0,1,1,1,68,1
1,1.0818238468109702,0,0,0,0,0,0,0,0,0,0,0,68,1
1,-0.4761021998638143,2,1,1,1,0,1,1,1,0,0,1,66,27
0,-0.4761021998638143,2,0,1,0,1,0,1,1,1,0,0,80,80
0,-0.4761021998638143,2,0,0,0,0,1,1,0,1,1,1,93,58
0,1.0818238468109702,2,1,1,1,0,1,0,0,1,1,1,63,47
1,1.0818238468109702,1,1,0,1,0,0,0,1,0,0,0,49,65
1,-0.4761021998638143,2,1,0,1,1,0,1,0,1,0,1,60,36
0,-0.4761021998638143,2,0,1,1,1,1,1,1,0,1,0,95,55
1,1.0818238468109702,3,1,1,1,1,1,1,0,1,1,1,68,1
0,1.0818238468109702,3,1,1,1,0,1,1,0,1,1,1,63,47
1,-0.4761021998638143,2,1,1,0,0,1,0,0,0,1,1,95,55
1,1.0818238468109702,0,0,0,1,1,0,0,0,0,0,0,40,0
1,1.0818238468109702,2,0,0,1,0,1,1,1,0,0,1,38,83
1,-0.4761021998638143,1,0,0,0,0,1,0,0,0,1,1,18,70
0,-0.4761021998638143,1,0,0,0,0,1,0,1,0,1,0,55,4
0,-0.4761021998638143,2,0,1,1,1,1,1,0,1,1,0,98,22
0,-0.4761021998638143,2,1,1,1,1,1,0,1,0,1,0,95,55
0,-0.4761021998638143,2,0,1,1,1,1,1,1,0,0,0,82,71
1,-0.4761021998638143,2,1,1,1,1,1,0,1,1,0,0,86,3
1,-2.0340282465385986,0,0,0,0,0,0,0,0,1,0,1,68,1
0,-0.4761021998638143,1,1,0,1,0,0,1,1,0,0,0,5,43
1,-0.4761021998638143,2,1,0,1,1,1,0,0,1,1,1,78,67
0,-0.4761021998638143,2,1,1,0,1,0,0,0,0,1,1,95,55
0,1.0818238468109702,2,1,1,0,1,0,1,1,0,1,1,83,12
0,1.0818238468109702,2,1,1,1,0,1,0,1,1,0,1,82,71
0,-0.4761021998638143,1,0,1,0,1,0,0,0,0,0,1,35,56
0,-0.4761021998638143,0,0,0,0,0,0,0,0,0,0,0,98,22
0,1.0818238468109702,1,0,0,1,1,0,0,0,0,0,1,28,9
0,-0.4761021998638143,0,0,0,0,0,0,0,0,1,0,0,79,51
1,1.0818238468109702,3,1,1,1,1,1,1,1,1,0,1,96,6
0,-0.4761021998638143,3,1,1,1,1,0,1,1,0,1,1,95,55
0,1.0818238468109702,2,0,1,0,1,1,0,1,1,1,0,83,12
0,-2.0340282465385986,2,1,0,1,0,1,1,0,0,1,0,74,96
1,1.0818238468109702,3,1,1,0,0,1,1,1,1,1,1,68,1
0,1.0818238468109702,2,1,1,1,0,1,0,1,1,0,1,82,71
1,1.0818238468109702,1,1,0,0,0,1,1,0,1,0,0,1,13
1,1.0818238468109702,2,1,0,0,1,0,0,0,1,1,1,65,68
1,-0.4761021998638143,2,1,1,1,1,1,0,0,1,1,0,91,42
1,-0.4761021998638143,3,1,1,1,1,1,1,1,0,1,1,82,71
0,-0.4761021998638143,3,1,1,1,1,1,1,1,1,1,1,98,22
0,-0.4761021998638143,1,0,0,0,1,0,1,0,1,0,1,59,82
0,-0.4761021998638143,1,0,0,1,1,1,1,0,0,0,0,38,83
1,1.0818238468109702,3,1,1,0,1,1,1,1,1,1,1,68,1
0,1.0818238468109702,2,1,0,1,1,1,0,1,0,1,0,45,30
0,-0.4761021998638143,3,1,0,1,1,1,1,0,1,1,1,93,58
1,-0.4761021998638143,0,0,0,0,0,0,0,0,0,0,0,82,71
0,-0.4761021998638143,3,1,1,1,0,1,1,1,1,1,1,98,22
1,1.0818238468109702,2,0,0,1,0,1,1,1,0,0,1,5,43
1,-0.4761021998638143,1,1,0,1,0,0,0,1,1,0,0,54,18
0,1.0818238468109702,2,1,1,1,1,0,0,1,0,0,1,82,71
0,1.0818238468109702,2,0,0,1,0,0,1,1,0,1,1,45,30
0,1.0818238468109702,2,1,0,1,1,0,0,1,0,1,0,45,30
1,-0.4761021998638143,2,1,1,0,1,1,1,0,1,1,0,89,85
1,-2.0340282465385986,2,0,1,1,1,0,0,1,1,1,1,74,96
1,1.0818238468109702,1,0,0,0,1,0,1,0,0,1,0,75,95
1,1.0818238468109702,2,1,0,1,1,0,0,1,0,0,1,49,65
1,1.0818238468109702,2,1,0,1,1,0,1,1,1,1,0,68,1
0,-0.4761021998638143,1,1,1,0,0,0,1,0,0,1,0,95,55
0,1.0818238468109702,2,0,1,1,0,1,1,0,0,1,0,63,47
1,-2.0340282465385986,2,0,0,0,1,1,1,1,0,1,0,72,59
0,1.0818238468109702,1,0,0,0,0,1,0,0,1,1,0,93,58
0,1.0818238468109702,2,1,0,0,1,1,1,1,1,0,1,11,2
1,1.0818238468109702,0,0,0,0,0,0,0,0,0,0,0,68,1
0,1.0818238468109702,2,0,0,0,1,1,0,1,1,0,1,73,39
1,-0.4761021998638143,3,0,1,0,1,1,1,1,1,1,1,89,85
1,1.0818238468109702,0,0,0,1,0,0,0,0,0,0,0,78,67
0,1.0818238468109702,2,1,1,1,0,1,0,0,0,0,1,86,3
1,-2.0340282465385986,2,1,0,1,0,1,1,0,1,1,1,71,24
0,1.0818238468109702,2,1,1,1,1,1,0,1,0,0,0,82,71
0,-0.4761021998638143,2,1,0,0,0,1,1,1,1,1,1,93,58
0,1.0818238468109702,3,0,1,1,1,1,1,1,1,1,1,63,47
0,-0.4761021998638143,2,0,1,1,0,1,0,1,0,1,0,95,55
0,1.0818238468109702,2,0,1,0,1,0,1,1,0,0,1,84,10
0,-0.4761021998638143,1,0,1,0,1,1,1,0,0,0,0,66,27
0,-0.4761021998638143,0,0,0,0,0,0,0,0,0,0,0,95,55
0,-0.4761021998638143,2,0,0,1,1,0,1,0,0,1,1,45,30
1,-0.4761021998638143,2,1,0,1,0,1,1,1,1,0,0,60,36
1,1.0818238468109702,3,1,0,0,1,1,1,1,1,1,1,65,68
0,-0.4761021998638143,1,1,0,1,0,1,0,0,0,0,0,94,98
0,1.0818238468109702,1,0,0,0,1,0,1,1,1,0,0,73,39
0,1.0818238468109702,2,1,1,1,0,1,1,1,0,0,0,88,61
0,1.0818238468109702,2,1,1,1,0,0,0,0,1,0,1,86,3
1,1.0818238468109702,2,1,0,0,0,1,1,0,0,1,1,65,68
1,-0.4761021998638143,0,0,0,0,0,0,0,0,0,0,0,66,27
0,-0.4761021998638143,2,1,0,0,0,1,1,1,1,0,1,59,82
0,-0.4761021998638143,2,1,1,0,1,0,0,0,0,1,1,95,55
0,-2.0340282465385986,0,0,0,0,0,0,0,1,0,0,1,33,88
1,1.0818238468109702,0,1,0,0,0,0,0,1,0,0,0,58,52
0,-0.4761021998638143,2,0,0,1,0,1,1,1,0,1,0,45,30
1,1.0818238468109702,2,1,0,0,1,0,1,0,1,1,0,65,68
1,-2.0340282465385986,2,1,1,1,0,0,0,0,1,1,0,12,23
0,1.0818238468109702,1,0,0,0,0,1,1,0,1,0,1,59,82
1,-0.4761021998638143,1,1,0,1,1,1,0,0,0,0,0,94,98
1,-2.0340282465385986,2,0,1,1,0,1,0,1,1,1,1,74,96
1,1.0818238468109702,0,0,0,1,0,0,0,0,0,0,0,78,67
0,-0.4761021998638143,2,1,0,0,0,0,0,1,1,1,1,93,58
0,1.0818238468109702,2,1,1,0,1,0,1,1,1,1,0,83,12
1,-0.4761021998638143,1,1,0,0,0,0,1,0,0,0,1,51,44
1,-0.4761021998638143,3,1,1,1,1,1,1,1,1,1,1,66,27
1,1.0818238468109702,2,0,0,0,0,0,1,1,1,1,1,72,59
1,-0.4761021998638143,0,0,0,0,0,0,1,0,0,0,1,47,73
1,1.0818238468109702,3,1,1,1,1,1,1,1,1,1,1,68,1
1,-0.4761021998638143,2,1,1,0,0,0,1,1,0,0,1,66,27
0,1.0818238468109702,1,0,1,0,0,1,1,0,1,0,0,80,80
1,-0.4761021998638143,0,0,0,0,0,0,1,0,1,0,0,56,90
1,-0.4761021998638143,1,1,0,0,0,0,0,1,1,1,0,65,68
1,-0.4761021998638143,0,0,0,0,0,0,0,0,0,0,0,89,85
1,-0.4761021998638143,2,1,0,0,1,0,0,1,0,1,1,63,47
0,-0.4761021998638143,2,1,0,1,0,0,0,1,0,1,1,45,30
1,1.0818238468109702,0,0,0,0,0,0,0,1,0,0,0,73,39
1,1.0818238468109702,3,1,0,1,1,0,1,1,1,1,1,68,1
0,-2.0340282465385986,2,1,0,1,0,0,0,1,1,1,0,45,30
0,-0.4761021998638143,2,0,1,1,0,0,1,1,1,0,0,80,80
0,-0.4761021998638143,1,1,0,0,0,0,0,0,1,0,1,48,7
0,-2.0340282465385986,2,1,1,1,0,0,0,0,1,0,1,86,3
0,-0.4761021998638143,0,0,0,0,0,0,0,0,0,0,0,98,22
0,-2.0340282465385986,2,1,0,1,1,1,0,0,1,0,1,54,18
1,1.0818238468109702,0,0,0,0,0,0,0,0,0,0,0,68,1
1,1.0818238468109702,3,1,1,1,1,0,1,1,1,1,1,68,1
1,-2.0340282465385986,2,0,1,1,1,1,1,0,0,1,1,75,95
1,-2.0340282465385986,2,1,0,1,1,0,0,1,1,0,1,49,65
0,1.0818238468109702,0,0,1,0,0,0,0,0,0,0,0,98,22
0,-0.4761021998638143,1,1,1,1,0,0,1,0,0,0,0,86,3
1,1.0818238468109702,2,0,0,1,0,1,1,1,0,1,0,45,30
0,1.0818238468109702,3,1,1,0,1,1,1,1,0,1,1,83,12
1,-0.4761021998638143,2,1,1,0,1,1,0,1,1,0,1,86,3
1,-0.4761021998638143,2,0,0,1,1,1,0,0,1,1,0,77,72
0,1.0818238468109702,2,1,1,1,0,1,0,0,1,1,0,63,47
1,1.0818238468109702,1,1,0,1,0,1,0,0,1,0,0,49,65
0,-0.4761021998638143,2,1,0,0,1,1,1,0,1,1,0,67,87
0,1.0818238468109702,2,0,0,1,0,0,1,1,0,1,1,55,4
1,-0.4761021998638143,1,1,1,0,0,0,0,1,0,1,0,95,55
0,-0.4761021998638143,2,0,1,1,1,0,1,1,1,1,0,98,22
1,1.0818238468109702,0,1,0,0,0,0,0,0,0,0,0,12,23
0,1.0818238468109702,1,0,0,1,0,0,1,0,0,0,1,28,9
1,1.0818238468109702,2,0,1,0,0,0,1,1,1,0,1,60,36
1,1.0818238468109702,3,1,1,1,1,1,0,1,1,1,1,68,1
1,-0.4761021998638143,2,0,1,0,0,1,1,1,0,0,1,89,85
0,-0.4761021998638143,1,1,0,1,1,0,1,0,0,0,0,54,18
0,-0.4761021998638143,0,0,0,0,1,0,0,0,0,0,0,22,35
1,-0.4761021998638143,1,0,0,1,0,0,1,0,0,0,1,61,74
0,1.0818238468109702,0,0,1,0,0,0,0,0,1,0,0,95,55
1,-0.4761021998638143,2,1,0,1,1,1,1,0,1,0,0,60,36
1,1.0818238468109702,2,1,1,1,0,0,0,0,1,0,1,96,6
1,1.0818238468109702,1,0,0,1,0,0,0,1,1,0,0,32,26
1,-0.4761021998638143,0,1,0,0,0,1,0,0,0,0,0,10,41
0,-0.4761021998638143,2,0,1,1,0,1,1,0,0,0,1,82,71
1,1.0818238468109702,3,1,1,1,0,1,1,1,1,1,1,68,1
1,1.0818238468109702,2,0,1,0,0,1,0,1,1,1,0,83,12
0,1.0818238468109702,3,1,1,1,0,1,1,1,0,1,1,83,12
1,-2.0340282465385986,2,1,1,0,1,1,1,1,0,1,0,14,99
0,-2.0340282465385986,2,0,1,1,1,1,1,0,0,1,1,63,47
0,-0.4761021998638143,2,0,1,0,1,1,0,0,1,1,1,98,22
0,-0.4761021998638143,1,1,1,1,1,0,0,0,0,0,0,86,3
1,1.0818238468109702,0,0,0,0,0,0,0,0,0,0,0,68,1
0,1.0818238468109702,0,1,0,0,0,0,0,0,0,0,1,23,38
1,-0.4761021998638143,2,0,1,1,1,0,1,1,0,1,1,66,27
1,-0.4761021998638143,3,1,0,1,1,1,1,0,1,1,1,61,74
0,-0.4761021998638143,2,1,1,0,1,1,0,1,1,0,1,80,80
0,1.0818238468109702,3,0,0,1,1,1,1,1,1,1,1,45,30
1,-0.4761021998638143,2,1,1,1,1,0,1,0,0,1,0,66,27
